iter = 8,step = 30, loss = 1.539170, accuracy = 0.921875 
iter = 8,step = 40, loss = 1.492456, accuracy = 0.968750 
iter = 8,step = 50, loss = 1.484885, accuracy = 0.976562 
iter = 8,step = 60, loss = 1.468965, accuracy = 0.992188 
iter = 8,step = 70, loss = 1.500198, accuracy = 0.960938 
iter = 8,step = 80, loss = 1.513639, accuracy = 0.945312 
iter = 8,step = 90, loss = 1.484560, accuracy = 0.976562 
iter = 8,step = 100, loss = 1.484676, accuracy = 0.976562 
iter = 8,step = 110, loss = 1.492417, accuracy = 0.968750 
iter = 8,step = 120, loss = 1.461151, accuracy = 1.000000 
iter = 8,step = 130, loss = 1.476776, accuracy = 0.984375 
iter = 8,step = 140, loss = 1.469041, accuracy = 0.992188 
iter = 8,step = 150, loss = 1.484962, accuracy = 0.976562 
iter = 8,step = 160, loss = 1.484588, accuracy = 0.976562 
iter = 8,step = 170, loss = 1.507492, accuracy = 0.953125 
iter = 8,step = 180, loss = 1.508013, accuracy = 0.953125 
iter = 8,step = 190, loss = 1.500546, accuracy = 0.960938 
iter = 8,step = 200, loss = 1.492400, accuracy = 0.968750 
iter = 8,step = 210, loss = 1.475198, accuracy = 0.984375 
iter = 8,step = 220, loss = 1.484588, accuracy = 0.976562 
iter = 8,step = 230, loss = 1.478564, accuracy = 0.984375 
iter = 8,step = 240, loss = 1.483358, accuracy = 0.976562 
iter = 8,step = 250, loss = 1.480510, accuracy = 0.984375 
iter = 8,step = 260, loss = 1.492404, accuracy = 0.968750 
iter = 8,step = 270, loss = 1.508687, accuracy = 0.953125 
iter = 8,step = 280, loss = 1.461151, accuracy = 1.000000 
iter = 8,step = 290, loss = 1.484576, accuracy = 0.976562 
iter = 8,step = 300, loss = 1.484608, accuracy = 0.976562 
iter = 8,step = 310, loss = 1.468963, accuracy = 0.992188 
iter = 8,step = 320, loss = 1.492061, accuracy = 0.968750 
iter = 8,step = 330, loss = 1.499036, accuracy = 0.960938 
iter = 8,step = 340, loss = 1.468963, accuracy = 0.992188 
iter = 8,step = 350, loss = 1.484515, accuracy = 0.976562 
iter = 8,step = 360, loss = 1.474231, accuracy = 0.984375 
iter = 8,step = 370, loss = 1.484589, accuracy = 0.976562 
iter = 8,step = 380, loss = 1.492399, accuracy = 0.968750 
iter = 8,step = 390, loss = 1.499851, accuracy = 0.960938 
iter = 8,step = 400, loss = 1.508021, accuracy = 0.953125 
iter = 8,step = 410, loss = 1.468963, accuracy = 0.992188 
iter = 8,step = 420, loss = 1.489998, accuracy = 0.968750 
iter = 9,step = 0, loss = 1.500988, accuracy = 0.960938 
iter = 9,step = 10, loss = 1.476776, accuracy = 0.984375 
iter = 9,step = 20, loss = 1.469148, accuracy = 0.992188 
iter = 9,step = 30, loss = 1.531463, accuracy = 0.929688 
iter = 9,step = 40, loss = 1.499045, accuracy = 0.960938 
iter = 9,step = 50, loss = 1.471673, accuracy = 0.992188 
iter = 9,step = 60, loss = 1.492399, accuracy = 0.968750 
iter = 9,step = 70, loss = 1.492539, accuracy = 0.968750 
iter = 9,step = 80, loss = 1.493446, accuracy = 0.968750 
iter = 9,step = 90, loss = 1.481592, accuracy = 0.976562 
iter = 9,step = 100, loss = 1.492401, accuracy = 0.968750 
iter = 9,step = 110, loss = 1.492407, accuracy = 0.968750 
iter = 9,step = 120, loss = 1.461151, accuracy = 1.000000 
iter = 9,step = 130, loss = 1.484568, accuracy = 0.976562 
iter = 9,step = 140, loss = 1.468964, accuracy = 0.992188 
iter = 9,step = 150, loss = 1.468381, accuracy = 0.992188 
iter = 9,step = 160, loss = 1.487389, accuracy = 0.976562 
iter = 9,step = 170, loss = 1.492162, accuracy = 0.968750 
iter = 9,step = 180, loss = 1.500210, accuracy = 0.960938 
iter = 9,step = 190, loss = 1.524877, accuracy = 0.937500 
iter = 9,step = 200, loss = 1.492401, accuracy = 0.968750 
iter = 9,step = 210, loss = 1.475736, accuracy = 0.984375 
iter = 9,step = 220, loss = 1.476564, accuracy = 0.984375 
iter = 9,step = 230, loss = 1.484446, accuracy = 0.976562 
iter = 9,step = 240, loss = 1.470063, accuracy = 0.992188 
iter = 9,step = 250, loss = 1.492604, accuracy = 0.968750 
iter = 9,step = 260, loss = 1.493280, accuracy = 0.960938 
iter = 9,step = 270, loss = 1.500214, accuracy = 0.960938 
iter = 9,step = 280, loss = 1.468624, accuracy = 0.992188 
iter = 9,step = 290, loss = 1.476777, accuracy = 0.984375 
iter = 9,step = 300, loss = 1.482262, accuracy = 0.976562 
iter = 9,step = 310, loss = 1.461151, accuracy = 1.000000 
iter = 9,step = 320, loss = 1.476793, accuracy = 0.984375 
iter = 9,step = 330, loss = 1.484588, accuracy = 0.976562 
iter = 9,step = 340, loss = 1.499184, accuracy = 0.960938 
iter = 9,step = 350, loss = 1.500213, accuracy = 0.960938 
iter = 9,step = 360, loss = 1.468963, accuracy = 0.992188 
iter = 9,step = 370, loss = 1.461151, accuracy = 1.000000 
iter = 9,step = 380, loss = 1.515822, accuracy = 0.945312 
iter = 9,step = 390, loss = 1.476449, accuracy = 0.984375 
iter = 9,step = 400, loss = 1.484589, accuracy = 0.976562 
iter = 9,step = 410, loss = 1.468963, accuracy = 0.992188 
iter = 9,step = 420, loss = 1.492401, accuracy = 0.968750 
iter = 10,step = 0, loss = 1.489606, accuracy = 0.968750 
iter = 10,step = 10, loss = 1.484200, accuracy = 0.976562 
iter = 10,step = 20, loss = 1.468964, accuracy = 0.992188 
iter = 10,step = 30, loss = 1.492653, accuracy = 0.968750 
iter = 10,step = 40, loss = 1.515728, accuracy = 0.945312 
iter = 10,step = 50, loss = 1.469019, accuracy = 0.992188 
iter = 10,step = 60, loss = 1.484588, accuracy = 0.976562 
